id,sender,subject,email_text,label
10131,fakejobs10131@support.io,Claim Prize,Work remotely and earn a high monthly income with no experience.,Spam
14904,shoppingoffers14904@support.io,Claim Prize,Claim your free gift with every purchase while stocks last.,Spam
42837,finance42837@service.co,Support Update,Payment confirmation has been successfully received.,Ham
22168,lottery22168@mail.com,Reward Waiting,Your lucky ticket has been chosen for a cash reward.,Spam
16500,bankingscam16500@mail.com,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
41430,healthcare41430@inbox.net,Meeting Reminder,Please follow the instructions shared by your healthcare provider.,Ham
8871,phishing8871@inbox.net,Urgent Verification,Verify your login information to maintain account access.,Spam
45946,education45946@service.co,Support Update,Your assignment submission deadline is approaching.,Ham
25192,healthcare25192@inbox.net,Meeting Reminder,Reminder for your upcoming health checkup appointment.,Ham
48376,personal48376@inbox.net,Appointment Reminder,Hope you are doing well and having a great week.,Ham
24479,phishing24479@inbox.net,Exclusive Offer,Verify your login information to maintain account access.,Spam
37696,education37696@support.io,Meeting Reminder,Your assignment submission deadline is approaching.,Ham
44375,finance44375@inbox.net,Course Information,Your monthly account statement is now available.,Ham
3283,shoppingoffers3283@company.org,Exclusive Offer,Huge seasonal sale with limited-time rewards.,Spam
46162,office46162@support.io,Support Update,Please review the project update before tomorrow's meeting.,Ham
35739,personal35739@inbox.net,Invoice Notice,Thank you for your support and assistance.,Ham
20254,cryptoscam20254@inbox.net,Reward Waiting,Limited crypto investment slots available today.,Spam
633,phishing633@support.io,Urgent Verification,Your email account password is expiring. Update credentials now.,Spam
177,cryptoscam177@service.co,Limited Time Deal,Join our crypto platform and start earning guaranteed returns.,Spam
47516,finance47516@inbox.net,Support Update,Payment confirmation has been successfully received.,Ham
25771,personal25771@inbox.net,Meeting Reminder,Looking forward to catching up with you soon.,Ham
37391,personal37391@company.org,Course Information,Hope you are doing well and having a great week.,Ham
4200,shoppingoffers4200@support.io,Reward Waiting,Exclusive discount available on premium products today.,Spam
5298,fakejobs5298@inbox.net,Urgent Verification,Work remotely and earn a high monthly income with no experience.,Spam
35374,finance35374@inbox.net,Course Information,Please review the attached invoice for processing.,Ham
28649,education28649@inbox.net,Course Information,Please attend the scheduled academic session.,Ham
17901,lottery17901@company.org,Investment Opportunity,You have won a grand prize. Complete the claim process now.,Spam
16764,cryptoscam16764@service.co,Win Cash,Double your investment with this exclusive crypto opportunity.,Spam
38740,office38740@service.co,Course Information,Please review the project update before tomorrow's meeting.,Ham
19069,bankingscam19069@mail.com,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
17951,fakejobs17951@service.co,Claim Prize,Start your dream job from home and get paid weekly.,Spam
45087,office45087@service.co,Invoice Notice,The team meeting agenda has been shared for discussion.,Ham
9454,shoppingoffers9454@mail.com,Limited Time Deal,Huge seasonal sale with limited-time rewards.,Spam
48880,healthcare48880@company.org,Project Update,Your medical report is ready for review.,Ham
19199,fakejobs19199@support.io,Win Cash,Start your dream job from home and get paid weekly.,Spam
22618,fakejobs22618@mail.com,Limited Time Deal,Work remotely and earn a high monthly income with no experience.,Spam
5508,bankingscam5508@service.co,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
4083,lottery4083@service.co,Win Cash,Your lucky ticket has been chosen for a cash reward.,Spam
17,fakejobs17@inbox.net,Reward Waiting,Work remotely and earn a high monthly income with no experience.,Spam
8992,lottery8992@mail.com,Limited Time Deal,Your lucky ticket has been chosen for a cash reward.,Spam
39153,support39153@company.org,Project Update,Your support ticket has been updated by our team.,Ham
40669,finance40669@service.co,Support Update,Your monthly account statement is now available.,Ham
5836,shoppingoffers5836@mail.com,Claim Prize,Claim your free gift with every purchase while stocks last.,Spam
36024,healthcare36024@inbox.net,Project Update,Please follow the instructions shared by your healthcare provider.,Ham
2685,fakejobs2685@service.co,Claim Prize,Work remotely and earn a high monthly income with no experience.,Spam
1786,lottery1786@inbox.net,Win Cash,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
45073,healthcare45073@service.co,Course Information,Please follow the instructions shared by your healthcare provider.,Ham
1867,cryptoscam1867@mail.com,Claim Prize,Limited crypto investment slots available today.,Spam
149,bankingscam149@mail.com,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
7661,shoppingoffers7661@inbox.net,Claim Prize,Huge seasonal sale with limited-time rewards.,Spam
29120,support29120@support.io,Invoice Notice,Thank you for contacting customer support.,Ham
1717,fakejobs1717@company.org,Claim Prize,Start your dream job from home and get paid weekly.,Spam
4451,fakejobs4451@company.org,Urgent Verification,Start your dream job from home and get paid weekly.,Spam
16452,lottery16452@mail.com,Limited Time Deal,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
7682,bankingscam7682@service.co,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
2386,cryptoscam2386@company.org,Limited Time Deal,Limited crypto investment slots available today.,Spam
43821,finance43821@company.org,Course Information,Please review the attached invoice for processing.,Ham
46633,healthcare46633@mail.com,Appointment Reminder,Reminder for your upcoming health checkup appointment.,Ham
49814,support49814@service.co,Appointment Reminder,Thank you for contacting customer support.,Ham
12372,phishing12372@mail.com,Urgent Verification,Your email account password is expiring. Update credentials now.,Spam
5208,lottery5208@service.co,Limited Time Deal,You have won a grand prize. Complete the claim process now.,Spam
44817,healthcare44817@mail.com,Meeting Reminder,Reminder for your upcoming health checkup appointment.,Ham
23228,phishing23228@service.co,Exclusive Offer,Verify your login information to maintain account access.,Spam
44323,personal44323@support.io,Support Update,Thank you for your support and assistance.,Ham
35661,support35661@mail.com,Appointment Reminder,We have resolved the issue reported in your request.,Ham
45403,support45403@company.org,Course Information,We have resolved the issue reported in your request.,Ham
6310,bankingscam6310@support.io,Exclusive Offer,Security alert detected. Confirm your banking information immediately.,Spam
2895,cryptoscam2895@company.org,Investment Opportunity,Limited crypto investment slots available today.,Spam
5917,phishing5917@mail.com,Win Cash,Your email account password is expiring. Update credentials now.,Spam
27070,support27070@mail.com,Invoice Notice,Your support ticket has been updated by our team.,Ham
658,cryptoscam658@inbox.net,Exclusive Offer,Join our crypto platform and start earning guaranteed returns.,Spam
39272,healthcare39272@support.io,Project Update,Please follow the instructions shared by your healthcare provider.,Ham
47495,office47495@mail.com,Appointment Reminder,The team meeting agenda has been shared for discussion.,Ham
34098,finance34098@mail.com,Appointment Reminder,Your monthly account statement is now available.,Ham
21409,phishing21409@company.org,Claim Prize,Your email account password is expiring. Update credentials now.,Spam
21388,fakejobs21388@support.io,Urgent Verification,Work remotely and earn a high monthly income with no experience.,Spam
38119,finance38119@inbox.net,Meeting Reminder,Your monthly account statement is now available.,Ham
4276,fakejobs4276@inbox.net,Exclusive Offer,Work remotely and earn a high monthly income with no experience.,Spam
31488,office31488@mail.com,Appointment Reminder,Kindly provide your feedback on the latest proposal.,Ham
41100,support41100@mail.com,Appointment Reminder,Thank you for contacting customer support.,Ham
14020,shoppingoffers14020@service.co,Exclusive Offer,Huge seasonal sale with limited-time rewards.,Spam
13998,lottery13998@inbox.net,Reward Waiting,You have won a grand prize. Complete the claim process now.,Spam
37291,support37291@inbox.net,Meeting Reminder,Your support ticket has been updated by our team.,Ham
4286,lottery4286@service.co,Claim Prize,Your lucky ticket has been chosen for a cash reward.,Spam
25952,office25952@mail.com,Course Information,Please review the project update before tomorrow's meeting.,Ham
28439,healthcare28439@company.org,Course Information,Reminder for your upcoming health checkup appointment.,Ham
24196,phishing24196@support.io,Win Cash,Verify your login information to maintain account access.,Spam
29095,office29095@service.co,Meeting Reminder,Kindly provide your feedback on the latest proposal.,Ham
